county,position,name,address,phone,fax,alt_address,alt_phone,alt_fax,mobile,email,source,verified
Covington,Supervisor (D-1),Sterling Craft,"P.O. Box 1679, Collins 39428",(601) 765-8605,(601) 765-5016,,,,,,2016-2020 Blue Book,
Covington,Supervisor (D-2),John Holifield,"P.O. Box 1679, Collins 39428",(601) 765-8605,(601) 765-5016,,,,,,2016-2020 Blue Book,
Covington,Supervisor (D-3),Jimmy D. White,"P.O. Box 1679, Collins 39428",(601) 765-8605,(601) 765-5016,,,,,,2016-2020 Blue Book,
Covington,Supervisor (D-4),Guy Cecil Easterling,"P.O. Box 1679, Collins 39428",(601) 765-8605,(601) 765-5016,,,,,,2016-2020 Blue Book,
Covington,Supervisor (D-5),Arthur Keys,"P.O. Box 1679, Collins 39428",(601) 765-8605,(601) 765-5016,,,,,,2016-2020 Blue Book,
Desoto,Supervisor (D-1),Jessie Medlin," 365 Losher St., Hernando 38632",(662) 469-8002,(662) 469-8181,,,,,,2016-2020 Blue Book,
Desoto,Supervisor (D-2),Mark Gardner," 365 Losher St., Hernando 38632",(662) 469-8002,(662) 469-8181,,,,,,2016-2020 Blue Book,
Desoto,Supervisor (D-3),Bill Russell," 365 Losher St., Hernando 38632",(662) 469-8002,(662) 469-8181,,,,,,2016-2020 Blue Book,
Desoto,Supervisor (D-4),Lee Caldwell," 365 Losher St., Hernando 38632",(662) 469-8002,(662) 469-8181,,,,,,2016-2020 Blue Book,
Desoto,Supervisor (D-5),Michael Lee," 365 Losher St., Hernando 38632",(662) 469-8002,(662) 469-8181,,,,,,2016-2020 Blue Book,
Forrest,Supervisor (D-1),avid Hogan," P.O. Box 1310, Hattiesburg 39403-1310..(601) 545-6000",f(601) 545-6095,(601) 545-6095,,,,,,2016-2020 Blue Book,
Forrest,Supervisor (D-2),harles E. Marshall," P.O. Box 1310, Hattiesburg 39403-1310..(601) 545-6000",f(601) 545-6095,(601) 545-6095,,,,,,2016-2020 Blue Book,
Forrest,Supervisor (D-3),urkett Ross," P.O. Box 1310, Hattiesburg 39403-1310..(601) 545-6000",f(601) 545-6095,(601) 545-6095,,,,,,2016-2020 Blue Book,
Forrest,Supervisor (D-4),od Woullard," P.O. Box 1310, Hattiesburg 39403-1310..(601) 545-6000",f(601) 545-6095,(601) 545-6095,,,,,,2016-2020 Blue Book,
Forrest,Supervisor (D-5),Chris Bowen," P.O. Box 1310, Hattiesburg 39403-1310..(601) 545-6000",f(601) 545-6095,(601) 545-6095,,,,,,2016-2020 Blue Book,
Franklin,Supervisor (D-1),Gary Cameron,"P.O. Box 297, Meadville 39653",(601) 384-2330,(601) 384-5864,,,,,,2016-2020 Blue Book,
Franklin,Supervisor (D-2),David (Tubb) Southerland," P.O. Box 297, Meadville 39653",(601) 384-2330,(601) 384-5864,,,,,,2016-2020 Blue Book,
Franklin,Supervisor (D-3),Mike (Dirt) Hunt,"P.O. Box 297, Meadville 39653",(601) 384-2330,(601) 384-5864,,,,,,2016-2020 Blue Book,
Franklin,Supervisor (D-4),Jerry L. Howell,"P.O. Box 297, Meadville 39653",(601) 384-2330,(601) 384-5864,,,,,,2016-2020 Blue Book,
Franklin,Supervisor (D-5),Jimmie (Bodi) Bass,"P.O. Box 297, Meadville 39653",(601) 384-2330,(601) 384-5864,,,,,,2016-2020 Blue Book,
George,Supervisor (D-1),Fred A. Croom," 355 Cox St., Ste. D, Lucedale 39452",(601) 947-7506,,,,,,,2016-2020 Blue Book,
George,Supervisor (D-2),Kelly W. Wright," 355 Cox St., Ste. D, Lucedale 39452",(601) 947-7506,,,,,,,2016-2020 Blue Book,
George,Supervisor (D-3),Larry D. McDonald," 355 Cox St., Ste. D, Lucedale 39452",(601) 947-7506,,,,,,,2016-2020 Blue Book,
George,Supervisor (D-4),Larry Havard," 355 Cox St., Ste. D, Lucedale 39452",(601) 947-7506,,,,,,,2016-2020 Blue Book,
George,Supervisor (D-5),William Henry Cochran," 355 Cox St., Ste. D, Lucedale 39452",(601) 947-7506,,,,,,,2016-2020 Blue Book,
Greene,Supervisor (D-1),Gary L. Dearman,"P.O. Box 460, Leakesville 39451",(601) 394-2394,(601) 394-4650,,,,,,2016-2020 Blue Book,
Greene,Supervisor (D-2),William M. Hill,"P.O. Box 460, Leakesville 39451",(601) 394-2394,(601) 394-4650,,,,,,2016-2020 Blue Book,
Greene,Supervisor (D-3),Jerry Mills,"P.O. Box 460, Leakesville 39451",(601) 394-2394,(601) 394-4650,,,,,,2016-2020 Blue Book,
Greene,Supervisor (D-4),John W. (Wayne) Barrow," P.O. Box 460, Leakesville 39451",(601) 394-2394,(601) 394-4650,,,,,,2016-2020 Blue Book,
Greene,Supervisor (D-5),Harold Cook,"P.O. Box 460, Leakesville 39451",(601) 394-2394,(601) 394-4650,,,,,,2016-2020 Blue Book,
Grenada,Supervisor (D-1),Michael Lott,"P.O. Box 1208, Grenada 38902",(662) 226-1821,(662) 227-2860,,,,,,2016-2020 Blue Book,
Grenada,Supervisor (D-2),Chad Bridges,"P.O. Box 1208, Grenada 38902",(662) 226-1821,(662) 227-2860,,,,,,2016-2020 Blue Book,
Grenada,Supervisor (D-3),C. Columbus Hankins," P.O. Box 1208, Grenada 38902",(662) 226-1821,(662) 227-2860,,,,,,2016-2020 Blue Book,
Grenada,Supervisor (D-4),Darrell Robinson,"P.O. Box 1208, Grenada 38902",(662) 226-1821,(662) 226-2860,,,,,,2016-2020 Blue Book,
Grenada,Supervisor (D-5),Chad P. Gray,"P.O. Box 1208, Grenada 38902",(662) 226-1821,(662) 227-2860,,,,,,2016-2020 Blue Book,
Hancock,Supervisor (D-1),David Yarborough,"854 Hwy. 90, Ste. A, Bay St. Louis 39520.. (228) 467-0172",f(228) 466-5994,(228) 466-5994,,,,,,2016-2020 Blue Book,
Hancock,Supervisor (D-2),Greg Shaw,"854 Hwy. 90, Ste. A, Bay St. Louis 39520.. (228) 467-0172",f(228) 466-5994,(228) 466-5994,,,,,,2016-2020 Blue Book,
Hancock,Supervisor (D-3),Blaine LaFontaine,"854 Hwy. 90, Ste. A, Bay St. Louis 39520.. (228) 467-0172",f(228) 466-5994,(228) 466-5994,,,,,,2016-2020 Blue Book,
Hancock,Supervisor (D-4),Scotty Adam,"854 Hwy. 90, Ste. A, Bay St. Louis 39520.. (228) 467-0172",f(228) 466-5994,(228) 466-5994,,,,,,2016-2020 Blue Book,
Hancock,Supervisor (D-5),Darrin (Bo) Ladner,"854 Hwy. 90, Ste. A, Bay St. Louis 39520.. (228) 467-0172",f(228) 466-5994,(228) 466-5994,,,,,,2016-2020 Blue Book,
Harrison,Supervisor (D-1),Beverly Martin," P.O. Box 413, Biloxi 39533",(228) 435-8272,(228) 435-8289,,,,,,2016-2020 Blue Book,
Harrison,Supervisor (D-2),Angel Kibler-Middleton," P.O. Drawer CC, Gulfport 39502",(228) 865-4122,(228) 865-4206,,,,,,2016-2020 Blue Book,
Harrison,Supervisor (D-3),Marlin Ladner," P.O. Drawer CC, Gulfport 39502",(228) 867-6528,(228) 865-4162,,,,,,2016-2020 Blue Book,
Harrison,Supervisor (D-4),Kent Jones," P.O. Drawer CC, Gulfport 39502",(228) 865-4204,(228) 867-6551,,,,,,2016-2020 Blue Book,
Harrison,Supervisor (D-5),Connie Rockco," P.O. Box 413, Biloxi 39533",(228) 865-4123,(228) 435-8289,,,,,,2016-2020 Blue Book,
Hinds,Supervisor (D-1),Robert Graham,"P.O. Box 686, Jackson 39205",(601) 968-6689,,,,,,,2016-2020 Blue Book,
Hinds,Supervisor (D-2),Darrel McQuirter,"P.O. Box 686, Jackson 39205",(601) 968-6690,,,,,,,2016-2020 Blue Book,
Hinds,Supervisor (D-3),Peggy Hobson Calhoun," P.O. Box 686, Jackson 39205",(601) 968-6768,,,,,,,2016-2020 Blue Book,
Hinds,Supervisor (D-4),Mike Morgan,"P.O. Box 686, Jackson 39205",(601) 857-2622,,,,,,,2016-2020 Blue Book,
Hinds,Supervisor (D-5),Bobby McGowan,"P.O. Box 686, Jackson 39205",(601) 968-6699,,,,,,,2016-2020 Blue Book,
Holmes,Supervisor (D-1),Henry Anderson,"P.O. Box 239, Lexington 39095",(662) 834-0911,(662) 834-3345,,,,,,2016-2020 Blue Book,
Holmes,Supervisor (D-2),James H. Young,"144 Wade Green Road, West 39192",(662) 967-2560,(662) 834-3117,,,,,,2016-2020 Blue Book,
Holmes,Supervisor (D-3),Debra Mabry,"P.O. Box 582, Pickens 39460",(662) 502-5214,(662) 834-3117,,,,,,2016-2020 Blue Book,
Holmes,Supervisor (D-4),Larry Davis,"729 H. Davis Rd., Tchula 39169",(662) 502-5214,(662) 834-3117,,,,,,2016-2020 Blue Book,
Holmes,Supervisor (D-5),Eddie J. Carthan,"P.O. Box 239, Lexington 3905",(662) 834-0911,(662) 834-3117,,,,,,2016-2020 Blue Book,
Humphreys,Supervisor (D-1),James Bankhead,"709 Cohn St., Belzoni 39038",(662) 247-2296,(662) 247-3906,,,,,,2016-2020 Blue Book,
Humphreys,Supervisor (D-2),R. D. (Dickie) Stevens," 126 S. Belzoni St., Isola 38754",(662) 962-3101,(662) 247-5664,,,,,,2016-2020 Blue Book,
Humphreys,Supervisor (D-3),Woodrow Johnson Sr," Rt. 6 Box 234, Yazoo City 39194",(662) 746-6645,(662) 247-5664,,,,,,2016-2020 Blue Book,
Humphreys,Supervisor (D-4),Jerry Wood,"P.O. Box 375, Belzoni 39038",(662) 247-2285,(662) 247-1853,,,,,,2016-2020 Blue Book,
Humphreys,Supervisor (D-5),Roy Broomfield,"403 Eisenhower St., Belzoni 39038",(662) 247-3906,(662) 247-5664,,,,,,2016-2020 Blue Book,
Issaquena,Supervisor (D-1),Lewis Hatcher,"P.O. Box 27, Mayersville 39113",(662) 873-4316,(662) 873-2061,,,,,,2016-2020 Blue Book,
Issaquena,Supervisor (D-2),John T. Kerr Jr,"P.O. Box 27, Mayersville 39113",(662) 907-1069,(662) 873-2061,,,,,,2016-2020 Blue Book,
Issaquena,Supervisor (D-3),Stallard Williams,"P.O. Box 27, Mayersville 39113",(662) 907-0266,(662) 873-2061,,,,,,2016-2020 Blue Book,
Issaquena,Supervisor (D-4),Michael Parker,"P.O. Box 27, Mayersville 39113",(662) 873-7100,(662) 873-2061,,,,,,2016-2020 Blue Book,
Issaquena,Supervisor (D-5),Eddie Holcomb,"P.O. Box 27, Mayersville 39113",(662) 873-6478,(662) 873-2061,,,,,,2016-2020 Blue Book,
Itawamba,Supervisor (D-1),Charles Horn," P.O. Box 776, Fulton 38843",(662) 862-5600,(662) 862-3421,,,,,,2016-2020 Blue Book,
Itawamba,Supervisor (D-2),Cecil (Ike) Johnson Sr," P.O. Box 776, Fulton 38843",(662) 862-5600,(662) 862-3421,,,,,,2016-2020 Blue Book,
Itawamba,Supervisor (D-3),Steve Moore," P.O. Box 776, Fulton 38843",(662) 862-5600,(662) 862-3421,,,,,,2016-2020 Blue Book,
Itawamba,Supervisor (D-4),Eric (Tiny) Hughes," P.O. Box 776, Fulton 38843",(662) 862-5600,(662) 862-3421,,,,,,2016-2020 Blue Book,
Itawamba,Supervisor (D-5),Steve Johnson," P.O. Box 776, Fulton 38843",(662) 862-5600,(662) 862-3421,,,,,,2016-2020 Blue Book,
Jackson,Supervisor (D-1),Barry Cumbest,"P.O. Box 998, Pascagoula 39568-0998.. (228) 769-3403",f(228) 769 3475,(228) 769-3475,,,,,,2016-2020 Blue Book,
Jackson,Supervisor (D-2),Melton Harris Jr,"P.O. Box 998, Pascagoula 39568-0998.. (228) 769-3170",f(228) 762-6578,(228) 762-6578,,,,,,2016-2020 Blue Book,
Jackson,Supervisor (D-3),Kenneth Taylor,"P.O. Box 998, Pascagoula 39568-0998.. (228) 762-7641",f(228) 769-3363,(228) 769-3363,,,,,,2016-2020 Blue Book,
Jackson,Supervisor (D-4),Troy Ross,"P.O. Box 998, Pascagoula 39568-0988.. (228) 769-3457",f(228) 769-3482,(228) 769-3482,,,,,,2016-2020 Blue Book,
Jackson,Supervisor (D-5),Randy Bosarge,"P.O. Box 998, Pascagoula 39568-0998.. (228) 769-3378",f(228) 696-6500,(228) 696-6500,,,,,,2016-2020 Blue Book,
Jasper,Supervisor (D-1),Eddie Helms,"P.O. Box 406, Bay Springs 39422",(601) 764-3469,(601) 764-3468,,,,,,2016-2020 Blue Book,
Jasper,Supervisor (D-2),Sandy Stephens,"P.O. Box 406, Bay Springs 39422",(601) 764-3469,(601) 764-3468,,,,,,2016-2020 Blue Book,
Jasper,Supervisor (D-3),Doug Rogers,"P.O. Box 406, Bay Springs 39422",(601) 764-3469,(601) 764-3468,,,,,,2016-2020 Blue Book,
Jasper,Supervisor (D-4),Johnny B. Rowell,"P.O. Box 406, Bay Springs 39422",(601) 764-3469,(601) 764-3468,,,,,,2016-2020 Blue Book,
Jasper,Supervisor (D-5),Curtis Gray Sr,"P.O. Box 406, Bay Springs 39422",(601) 764-3469,(601) 764-3468,,,,,,2016-2020 Blue Book,
Jefferson,Supervisor (D-1),James Well,"P.O. Box 145, Fayette 39069",(601) 786-3021,(601) 786-6009,,,,,,2016-2020 Blue Book,
Jefferson,Supervisor (D-2),Cammie Hutcherson," P.O. Box 145, Fayette 39069",(601) 786-3021,(601) 786-6009,,,,,,2016-2020 Blue Book,
Jefferson,Supervisor (D-3),Jerry Wilson,"P.O. Box 145, Fayette 39069",(601) 786-3021,(601) 786-6009,,,,,,2016-2020 Blue Book,
Jefferson,Supervisor (D-4),S.D. Johnson,"P.O. Box 145, Fayette 39069",(601) 786-3021,(601) 786-6009,,,,,,2016-2020 Blue Book,
Jefferson,Supervisor (D-5),Tracy Collins,"P.O. Box 145, Fayette 39069",(601) 786-3021,(601) 786-6009,,,,,,2016-2020 Blue Book,
Jefferson davis,Supervisor (D-1),con (Corky) Holliman,"P.O. Box 1317, Prentiss 39474",(601) 792-4336,(601) 792-4038,,,,,,2016-2020 Blue Book,
Jefferson davis,Supervisor (D-2),Charles Reid,"P.O. Box 1317, Prentiss 39474",(601) 792-4336,(601) 792-4038,,,,,,2016-2020 Blue Book,
Jefferson davis,Supervisor (D-3),John H. Thompson,"P.O. Box 1317, Prentiss 39474",(601) 792-4336,(601) 792-4038,,,,,,2016-2020 Blue Book,
Jefferson davis,Supervisor (D-4),Michael O. Evans,"P.O. Box 1317, Prentiss 39474",(601) 792-4336,(601) 792-4038,,,,,,2016-2020 Blue Book,
Jefferson davis,Supervisor (D-5),Bobby R. Rushing,"P.O. Box 1317, Prentiss 39474",(601) 792-4336,(601) 792-4038,,,,,,2016-2020 Blue Book,
Jones,Supervisor (D-1),Johnny Burnett,"P.O. Box 1468, Laurel 39441",(601) 428-3139,(601) 428-3602,,,,,,2016-2020 Blue Book,
Jones,Supervisor (D-2),Danny Spradley,"P.O. Box 1468, Laurel 39441",(601) 428-3139,(601) 428-3602,,,,,,2016-2020 Blue Book,
Jones,Supervisor (D-3),Barry E. Saul,"P.O. Box 1468, Laurel 39441",(601) 428-3139,(601) 428-3602,,,,,,2016-2020 Blue Book,
Jones,Supervisor (D-4),David Scruggs,"P.O. Box 1468, Laurel 39441",(601) 428-3139,(601) 428-3602,,,,,,2016-2020 Blue Book,
Jones,Supervisor (D-5),Jerome Wyatt,"P.O. Box 1468, Laurel 39441",(601) 428-3139,(601) 428-3602,,,,,,2016-2020 Blue Book,
Kemper,Supervisor (D-1),James Granger,"P.O. Box 188, DeKalb 39328",(601) 743-4477,(601) 743-2789,,,,,,2016-2020 Blue Book,
Kemper,Supervisor (D-2),Johnny B. Whitsett," P.O. Box 188, DeKalb 39328",(601) 743-4477,(601) 743-2789,,,,,,2016-2020 Blue Book,
Kemper,Supervisor (D-3),Justin Creer,"P.O. Box 188, DeKalb 39328",(601) 743-4477,(601) 743-2789,,,,,,2016-2020 Blue Book,
Kemper,Supervisor (D-4),Mike Luke,"P.O. Box 188, DeKalb 39328",(601) 743-4477,(601) 743-2789,,,,,,2016-2020 Blue Book,
