county,position,name,address,phone,fax,alt_address,alt_phone,alt_fax,mobile,email,source,verified
Lee,County Administrator,Sean P. Thompson," P.O. Box 1785, Tupelo 38802",(662) 432-2020,(662) 432-2023,,,,,,2016-2020 Blue Book,
Lincoln,County Administrator,David Fields," 301 S. First St., Rm. 202, Brookhaven 39601.. (601) 853-3421",f(601) 835-3455,(601) 835-3455,,,,,,2016-2020 Blue Book,
Lowndes,County Administrator,Ralph Billingsley,"P.O. Box 1364, Columbus 39703",(662) 329-5896,(662) 329-5870,,,,,,2016-2020 Blue Book,
Madison,County Administrator,Shelton Vance,"P.O. Box 608, Canton 39046",(601) 855-5500,(601) 859-5875,,,,,,2016-2020 Blue Book,
Marshall,County Administrator,Larry Hall,"P.O. Box 219, Holly Springs 38634",(662) 252-9067,(662) 252-0004,,,,,,2016-2020 Blue Book,
Monroe,County Administrator,Evan Adams,"P.O. Box 578, Aberdeen 39730",(662) 319-5995,(662) 369-7928,,,,,,2016-2020 Blue Book,
Montgomery,County Administrator,Ryan Wood,"P.O. Box 71, Winona 38967",(662) 283-2333,(662) 283-2233,,,,,,2016-2020 Blue Book,
Neshoba,County Administrator,Jeff Mayo," 401 E. Beacon St., Ste. 201, Philadelphia 39350",(601) 656-6281,(601) 650-3280,,,,,,2016-2020 Blue Book,
Newton,County Administrator,Steve Seale," P.O. Box 68, Decatur 39327",(601) 635-4878,(601) 635-4531,,,,,,2016-2020 Blue Book,
Oktibbeha,County Administrator,Emily Garrard," 108 W. Main St., Starkville 39759",(662) 323-1520,(662) 338-1065,,,,,,2016-2020 Blue Book,
Panola,County Administrator,Kelley Magee,"P.O. Box 807, Batesville 38606",(662) 563-6200,,,,,,,2016-2020 Blue Book,
Pearl river,County Administrator,Adrian Lumpkin,"P.O. Box 569, Poplarville 39470",(601) 403-2302,(601) 403-2309,,,,,,2016-2020 Blue Book,
Pike,County Administrator,Daniel Calcote,"P.O. Box 431, Magnolia 39652",(601) 783-5289,,,,,,,2016-2020 Blue Book,
Sharkey,County Administrator,Murindia Williams," P.O. Box 218, Rolling Fork 39159",(662) 873-2755,(662) 873-6045,,,,,,2016-2020 Blue Book,
Simpson,County Administrator,Rhuel Dickinson," P.O. Box 308, Mendenhall 39114",(601) 847-1418,(601) 847-7004,,,,,,2016-2020 Blue Book,
Smith,County Administrator,Rita McDonald,"P.O. Box 160, Raleigh 39153-0160",(601) 782-4000,(601) 782-4002,,,,,,2016-2020 Blue Book,
Stone,County Administrator,Gerald W. Bond,"P.O. Drawer 7, Wiggins 39577",(601) 928-5266,(601) 928-6464,,,,,,2016-2020 Blue Book,
Sunflower,County Administrator,Gloria Sample McIntosh,"P.O. Box 998, Indianola 38751",(662) 887-4703,(662) 887-2336,,,,,,2016-2020 Blue Book,
Tallahatchie,County Administrator,Randy Wolfe,"P.O. Box 350, Charleston 38921",(662) 647-8985,(662) 647-3702,,,,,,2016-2020 Blue Book,
Tate,County Administrator,Rufus Warren," 910 E. F. Hale Dr., Senatobia 38668",(662) 562-4647,(662) 562-7813,,,,,,2016-2020 Blue Book,
Tippah,County Administrator,Melinda Crum,"101 E. Spring St., Ripley 38663",(662) 837-1026,(662) 837-1013,,,,,,2016-2020 Blue Book,
Tunica,County Administrator,Adrian McKay," 1058 S. Court St., P.O. Box 639, Tunica 38676",(662) 363-1465,(662) 363-3215,,,,,,2016-2020 Blue Book,
Washington,County Administrator,Vicki Uppal,"P.O. Box 158, Greenville 38702",(662) 334-2735,(662) 335-3739,,,,,,2016-2020 Blue Book,
Wilkinson,County Administrator,William Bruce Lewis," 319 Market St., Natchez 39120",(601) 446-6621,(601) 442-6175,,,,,,2016-2020 Blue Book,
Yazoo,County Administrator,Donna Kraft,"211 E. Broadway, Yazoo City 39194",(662) 746-8668,(662) 746-5116,,,,,,2016-2020 Blue Book,
