county,position,name,address,phone,fax,alt_address,alt_phone,alt_fax,mobile,email,source,verified
Scott,Constable (Post 1),Richard Prestage," P.O. Box 371, Forest 39074",(601) 469-4555,(601) 469-5193,,,,,,2016-2020 Blue Book,
Scott,Constable (Post 2),Scott Yarbrough," P.O. Box 371, Forest 39074",(601) 469-4555,(601) 469-5193,,,,,,2016-2020 Blue Book,
Sharkey,Constable (Post 1),Terrance Alford,"P.O. Box 235, Rolling Fork 39159",(662) 873-6140,(662) 873-0154,,,,,,2016-2020 Blue Book,
Sharkey,Constable (Post 2),Charlie Marshall,"P.O. Box 235, Rolling Fork 39159",(662) 873-6140,(662) 873-0154,,,,,,2016-2020 Blue Book,
Simpson,Constable (Post 1),Randall Coleman," 1498 Simpson Hwy. 149, Mendenhall 39114",(601) 847-5848,(601) 847-5856,,,,,,2016-2020 Blue Book,
Simpson,Constable (Post 2),Dan Easterling," 1498 Simpson Hwy. 149, Mendenhall 39114",(601) 847-5848,(601) 847-5856,,,,,,2016-2020 Blue Book,
Smith,Constable (Post 1),David Easterling,"P.O. Box 171, Raleigh 39153",(601) 782-4334,(601) 782-4005,,,,,,2016-2020 Blue Book,
Smith,Constable (Post 2),Johnny Hancock,"P.O. Box 171, Raleigh 39153",(601) 782-4334,(601) 782-4005,,,,,,2016-2020 Blue Book,
Stone,Constable (ED),Steve Compston,"231 Third St., Wiggins 39577",(601) 928-4415,(601) 928-2114,,,,,,2016-2020 Blue Book,
Stone,Constable (WD),Louis Simmons,"231 Third St., Wiggins 39577",(601) 928-4415,(601) 928-2114,,,,,,2016-2020 Blue Book,
Sunflower,Constable (ND),Mike Myers," 355 N. Ruby Ave., Ruleville 38771",(662) 756-2835,(662) 756-4175,,,,,,2016-2020 Blue Book,
Sunflower,Constable (SD),James Lee," 402 Cleveland St., Indianola 38751",(662) 887-6334,(662) 887-2798,,,,,,2016-2020 Blue Book,
Tallahatchie,Constable (D-1),Jerry W. Williams II," 610 Peters Hill Rd., Charleston 38921",(662) 647-3477,,,,,,,2016-2020 Blue Book,
Tallahatchie,Constable (D-2),Clifton H. Bailey,"P.O. Box 339, Webb 38966",(662) 375-9453,,,,,,,2016-2020 Blue Book,
Tate,Constable (Post 1),Bob Brownlee," P.O. Box 524, Senatobia 38668",(662) 562-7672,(662) 562-7663,,,,,,2016-2020 Blue Book,
Tate,Constable (Post 2),Mike Jones," 171 E Tate Rd., Senatobia 38668",(662) 562-7626,(662) 562-7663,,,,,,2016-2020 Blue Book,
Tippah,Constable (ND),Terry Mathis,"205-B Spring Ave., Ripley 38663",(662) 837-8842,(662) 837-1398,,,,,,2016-2020 Blue Book,
Tippah,Constable (SD),B. Keith Bullock,"205-B Spring Ave., Ripley 38663",(662) 837-8842,(662) 837-1398,,,,,,2016-2020 Blue Book,
Tishomingo,Constable (ND),Jamie Stuart,"1008 Battleground Dr., Iuka 38852",(662) 423-7033,(662) 423-7050,,,,,,2016-2020 Blue Book,
Tishomingo,Constable (SD),Donald Ray Thomas," 1008 Battleground Dr., Iuka 38852",(662) 423-7033,(662) 423-7050,,,,,,2016-2020 Blue Book,
Tunica,Constable (ND),Eugene Bridges," 5130 Old Moon Landing Rd., Tunica 38676",(662) 363-2178,(662) 363-4234,,,,,,2016-2020 Blue Book,
Tunica,Constable (SD),Joe Anderson," 5130 Old Moon Landing Rd., Tunica 38676",(662) 363-2178,(662) 363-4234,,,,,,2016-2020 Blue Book,
Union,Constable (ED),P.J. Doyle," P.O. Box 27, New Albany 38652",(662) 534-1951,(662) 534-1935,,,,,,2016-2020 Blue Book,
Union,Constable (WD),Ronnie Goudy," P.O. Box 27, New Albany 38652",(662) 534-1951,(662) 534-1935,,,,,,2016-2020 Blue Book,
Walthall,Constable (D-1),Raymond Gutter,"P.O. Box 507, Tylertown 39667",(601) 876-2311,(601) 876-6866,,,,,,2016-2020 Blue Book,
Walthall,Constable (D-2),Roy Jene Huhn,"P.O. Box 507, Tylertown 39667",(601) 876-2311,(601) 876-6866,,,,,,2016-2020 Blue Book,
Warren,Constable (CD),Troy Kimble,"P.O. Box 1598, Vicksburg 39181",(601) 634-6402,(601) 630-8015,,,,,,2016-2020 Blue Book,
Warren,Constable (ND),Glenn McKay,"P.O. Box 1598, Vicksburg 39181",(601) 634-6402,(601) 630-8015,,,,,,2016-2020 Blue Book,
Warren,Constable (SD),John Henry Heggins," P.O. Box 1598, Vicksburg 39181",(601) 634-6402,(601) 630-8015,,,,,,2016-2020 Blue Book,
Washington,Constable (D-1),Nathaniel Watkins Jr," 905 W. Alexander, Greenville 38701",(662) 332-0633,(662) 390-4760,,,,,,2016-2020 Blue Book,
